id,ltable_ID,rtable_ID,ltable_title,ltable_artist,ltable_year,rtable_title,rtable_artist,rtable_year
7286,b94723,a17631,Because Of Love,Janet Jackson,1993,Because of Love,Janet Jackson,1994
7288,b595674,a17633,Feels Just Like It Should,Jamiroquai,2005,Feels Just Like It Should,Jamiroquai,2005
7290,b286941,a17634,Seven Days In Sunny June,Jamiroquai,2005,Seven Days in Sunny June,Jamiroquai,2005
7292,b350772,a17635,(Don't) Give Hate A Chance,Jamiroquai,2005,(Don't) Give Hate a Chance,Jamiroquai,2005
7295,b776921,a17636,Runaway,Jamiroquai,2006,Runaway,Jamiroquai,2006
7302,b287092,a17658,Lightnin' Strikes,Lou Christie,1965,Lightnin' Strikes,Lou Christie,1965
7306,b284901,a17661,Feva Las Vegas,N-Dubz,2008,Feva Las Vegas,N-Dubz,2007
7309,b615536,a17704,Come Tomorrow,Manfred Mann,0,Come Tomorrow,Manfred Mann,1965
7311,b650143,a17719,Always And Forever,Luther Vandross,1994,Always And Forever,Luther Vandross,1994
7316,b398770,a17731,I Don't Wanna Cry,Mariah Carey,1990,I Don't Wanna Cry,Mariah Carey,1991
7318,b319510,a17753,You Want This,Janet Jackson,1993,You Want This,Janet Jackson,1994
7319,b163392,a17754,Throb,Janet Jackson,1993,Throb,Janet Jackson,1994
7325,b746145,a17756,Whoops Now,Janet Jackson,1993,Whoops Now,Janet Jackson,1995
7339,b20299,a17782,You Better Not Waste My Time,N-Dubz,2007,You Better Not Waste My Time,N-Dubz,2007
7341,b66791,a17783,I Swear,N-Dubz,2007,I Swear,N-Dubz,2008
7343,b459046,a17784,Strong Again,N-Dubz,2008,Strong Again,N-Dubz,2009
7348,b657462,a17785,Number 1,Tinchy Stryder / N-Dubz,2009,Number 1,Tinchy Stryder-N-Dubz,2009
7353,b132893,a17786,Playing With Fire,N-Dubz / Mr Hudson,0,Playing With Fire,N-Dubz-Mr Hudson,2010
7357,b419927,a17792,Where Do I Belong,Mr. President,0,Where Do I Belong,Mr. President-Münchener Freiheit,1997
7368,b665098,a17795,Crazy,Mud,0,Crazy,Mud,1973
7369,b576966,a17796,Dyna-Mite,Mud,0,Dyna-Mite,Mud,1973
7371,b290251,a17797,Hypnosis,Mud,0,Hypnosis,Mud,1973
7373,b723616,a17801,Coco Jamboo,Mr. President,0,Coco Jamboo,Mr. President,1996
7374,b532298,a17802,I Give You My Heart,Mr. President,0,I Give You My Heart,Mr. President,1996
7378,b407954,a17803,Show Me The Way,Mr. President,0,Show Me the Way,Mr. President,1996
7380,b419927,a17806,Where Do I Belong,Mr. President,0,Where Do I Belong,Mr. President-Münchener Freiheit,1997
7382,b336321,a17807,Go,Moby,1990,Go,Moby,1991
7390,b394941,a17820,See You Again,Miley Cyrus,2007,See You Again,Miley Cyrus,2007
7394,b575099,a17835,For You I Will,Monica,1996,For You I Will,Monica,1996
7395,b726640,a17845,For Once In My Life,Tony Bennett,1967,For Once in My Life,Tony Bennett-Marc Anthony,2012
7398,b478867,a17858,Dance With My Father,Luther Vandross,2003,Dance With My Father,Luther Vandross,2003
7399,b81908,a17860,If It's Over,Mariah Carey,1991,If It's Over,Mariah Carey,1992
7400,b196960,a17861,Make It Happen,Mariah Carey,1991,Make It Happen,Mariah Carey,1992
7402,b699082,a17862,Dreamlover,Mariah Carey,1993,Dreamlover,Mariah Carey,1993
7404,b524436,a17863,Anytime You Need A Friend,Mariah Carey,1993,Anytime You Need a Friend,Mariah Carey,1993
7407,b32477,a17877,Precious Heart,Tall Paul Vs INXS,2001,Precious Heart,Tall Paul-INXS,2001
7409,b438856,a17902,Georgia On My Mind,Michael Bolton,1989,Georgia On My Mind,Michael Bolton,1989
7413,b480421,a17904,Dr. Beat,Miami Sound Machine,1984,Dr. Beat,Miami Sound Machine,1984
7418,b765050,a17905,Sometimes,Miami Horror,2009,Sometimes,Miami Horror,2009
7431,b87320,a17922,Tiger Feet,Mud,0,Tiger Feet,Mud,1973
7433,b162701,a17923,The Cat Crept In,Mud,0,The Cat Crept In,Mud,1974
7437,b696917,a17925,Rocket,Mud,0,Rocket,Mud,1974
7438,b262820,a17927,One Night,Mud,0,One Night,Mud,1975
7439,b212215,a17928,Happy People,Mr. President,0,Happy People,Mr. President,1998
7443,b811400,a17953,7 Things,Miley Cyrus,2008,7 Things,Miley Cyrus,2008
7445,b677768,a17955,The Climb,Miley Cyrus,2009,The Climb,Miley Cyrus,2009
7457,b689200,a17980,Ragamuffin Man,Manfred Mann,0,Ragamuffin Man,Manfred Mann,1969
7458,b22124,a17981,Hero,Mariah Carey,1993,Hero,Mariah Carey,1993
7464,b84771,a17982,Without You,Mariah Carey,1993,Without You,Mariah Carey,1994
7471,b632244,a17984,All I Want For Christmas Is You,Mariah Carey,1994,All I Want for Christmas Is You,Mariah Carey,1994
7474,b135205,a17996,Girlfriend/Boyfriend,Blackstreet,1999,Girlfriend/Boyfriend,Blackstreet-Janet Jackson-Eve-Ja Rule,1999
7492,b359732,a18007,How Am I Supposed To Live Without You,Michael Bolton,1989,How Am I Supposed to Live Without You,Michael Bolton,1989
7493,b458946,a18012,Doctor Pressure,Mylo Feat. Miami Sound Machine,2006,Doctor Pressure,Mylo-Miami Sound Machine,2005
7498,b14434,a18016,Moon Theory,Miami Horror,2010,Moon Theory,Miami Horror,2010
7501,b157666,a18023,Time To Pretend,MGMT,2005,Time to Pretend,MGMT,2007
7504,b349560,a18024,Electric Feel,MGMT,2007,Electric Feel,MGMT,2008
7507,b610065,a18026,Kids,MGMT,2005,Kids,MGMT,2008
7509,b379054,a18027,Pursuit Of Happiness,Kid Cudi / MGMT / Ratatat,0,Pursuit of Happiness,Kid Cudi-MGMT-Ratatat,2010
7510,b469585,a18028,Flash Delirium,MGMT,2010,Flash Delirium,MGMT,2010
7517,b732894,a18037,I Won't Let The Sun Go Down On Me,Nik Kershaw,1983,I Won't Let the Sun Go Down on Me,Nik Kershaw,1983
7520,b388070,a18049,Whistle Down The Wind,Nick Heyward,1983,Whistle Down The Wind,Nick Heyward,1983
7521,b790039,a18061,Monster Hospital,Metric,2005,Monster Hospital,Metric,2006
7522,b550751,a18062,Help I'm Alive,Metric,2009,Help I'm Alive,Metric,2008
7523,b555757,a18063,Sick Muse,Metric,2009,Sick Muse,Metric,2009
7524,b226391,a18072,Dr. Heckyll & Mr. Jive,Men At Work,1983,Dr. Heckyll & Mr. Jive,Men at Work,1983
7525,b143151,a18077,Falla fritt,Melissa Horn,2009,Falla fritt,Melissa Horn,2010
7526,b50200,a18082,Oh Boy,Mud,0,Oh Boy,Mud,1975
7536,b390766,a18133,Pretty Vegas,INXS,2005,Pretty Vegas,INXS,2006
7537,b233016,a18137,Feel It Boy,Beenie Man Featuring Janet Jackson,2002,Feel It Boy,Beenie Man-Janet Jackson,2002
7538,b20004,a18151,Single,Natasha Bedingfield,2004,Single,Natasha Bedingfield,2004
7547,b468903,a18157,Shine,David Gray,0,Shine,David Gray,1993
7564,b596405,a18166,Home,Michael Gettel,1990,Home,Michael Bublé,—
7575,b482576,a18174,Siberian Breaks,MGMT,2010,Siberian Breaks,MGMT,2010
7576,b305794,a18176,Congratulations,MGMT,2010,Congratulations,MGMT,2010
7578,b73294,a18191,Wouldn't It Be Good,Nik Kershaw,1984,Wouldn't It Be Good,Nik Kershaw,1984
7580,b215932,a18192,Don Quixote,Nik Kershaw,1984,Don Quixote,Nik Kershaw,1985
7582,b410508,a18207,Take That Situation,Nick Heyward,1983,Take That Situation,Nick Heyward,1983
7588,b13648,a18209,Goodbye Yesterday,Nick Heyward,1986,Goodbye Yesterday,Nick Heyward,1986
7592,b376977,a18211,Rollerblade,Nick Heyward,1995,Rollerblade,Nick Heyward,1996
7593,b432399,a18212,The Man You Used To Be,Nick Heyward,1996,The Man You Used to Be,Nick Heyward,1997
7594,b297832,a18214,You Got It (The Right Stuff),New Kids On The Block,1988,You Got It (The Right Stuff),New Kids on the Block,1989
7601,b803692,a18235,Leuchtturm,Nena,1983,Leuchtturm,Nena,2002
7603,b396712,a18249,That's When I Reach For My Revolver,Moby,1996,That's When I Reach for My Revolver,Moby,1996
7604,b639855,a18268,One Sweet Day,Mariah Carey feat. Boyz II Men,1995,One Sweet Day,Mariah Carey,1995
7606,b99893,a18269,Fantasy,Mariah Carey,1995,Fantasy,Mariah Carey,1995
7610,b765516,a18270,Joy To The World,Mariah Carey,1994,Joy To The World,Mariah Carey,1995
7613,b250600,a18299,These Words,Natasha Bedingfield,2004,These Words,Natasha Bedingfield,2004
7621,b452827,a18300,Unwritten,Natasha Bedingfield,2004,Unwritten,Natasha Bedingfield,2004
7624,b710386,a18302,I Wanna Have Your Babies,Natasha Bedingfield,2007,I Wanna Have Your Babies,Natasha Bedingfield,2007
7626,b369178,a18303,Soulmate,Natasha Bedingfield,2007,Soulmate,Natasha Bedingfield,2007
7627,b518053,a18304,Love Like This,Natasha Bedingfield,2008,Love Like This,Natasha Bedingfield,2008
7635,b174365,a18305,Bruised Water,Chicane vs. Natasha Bedingfield,2008,Bruised Water,Chicane-Natasha Bedingfield,2008
7641,b769403,a18316,The Other Side,David Arnold,1994,The Other Side,David Gray,2002
7645,b587316,a18332,Until I Find You Again,Richard Marx,1997,Until I Find You Again,Richard Marx,1997
7647,b195249,a18334,Strange,Reba McEntire,2009,Strange,Reba McEntire,2009
7649,b254327,a18344,Bump N' Grind,R. Kelly,1993,Bump N' Grind,R. Kelly,1994
7651,b604111,a18345,Ai No Corrida,Quincy Jones / Dune / Charles Hugh May,1981,Ai No Corrida,Quincy Jones,1981
7653,b518378,a18356,Sometimes,Les Rythmes Digitales feat. Nik Kershaw,1999,Sometimes,Les Rythmes Digitales-Nik Kershaw,1999
7658,b114175,a18358,Wounded,Nik Kershaw,2001,Wounded,Nik Kershaw,2001
7662,b636964,a18365,Today,Nick Heyward,1996,Today,Nick Heyward,1997
7663,b5118,a18369,Caravan Of Love,Nena Feat. Duncan Townsend,0,Caravan of Love,Nena-Duncan Townsend,2006
7672,b399883,a18382,Always Be My Baby,Mariah Carey,1995,Always Be My Baby,Mariah Carey,1996
7683,b517242,a18384,Honey,Mariah Carey,1997,Honey,Mariah Carey,1997
7692,b195919,a18385,Butterfly,Mariah Carey,1997,Butterfly,Mariah Carey,1997
7701,b272796,a18407,Tail,Powderfinger,1994,Tail,Powderfinger,1994
7704,b327730,a18428,Sail Away,David Gray,0,Sail Away,David Gray,—
7708,b377361,a18438,When You're Gone,Richard Marx,2004,When You're Gone,Richard Marx,2004
7714,b74819,a18455,She's Got That Vibe,R Kelly,1992,She's Got That Vibe,R. Kelly,1994
7715,b540374,a18456,I Can't Sleep Baby (If I),R. Kelly,1995,I Can't Sleep Baby (If I),R. Kelly,1995
7717,b655732,a18458,I Believe I Can Fly,R. Kelly,1996,I Believe I Can Fly,R. Kelly,1996
7721,b189822,a18471,Wir sind wahr,Nena,0,Wir sind wahr,Nena,2009
7722,b303021,a18472,In meinem Leben,Nena,0,In meinem Leben,Nena,2010
7731,b258332,a18480,My All,Mariah Carey,1997,My All,Mariah Carey,1997
7742,b55601,a18482,I Still Believe,Mariah Carey,1998,I Still Believe,Mariah Carey,1998
7744,b160824,a18491,In God's Hands,Nelly Furtado,2006,In God's Hands,Nelly Furtado,2007
7745,b506083,a18499,Grave Concern,Powderfinger,1994,Grave Concern,Powderfinger,1994
7746,b23002,a18506,California,Phantom Planet,2001,California,Phantom Planet,2002
7768,b123005,a18583,Broken Strings,James Morrison Featuring Nelly Furtado,0,Broken Strings,James Morrison-Nelly Furtado,2008
7771,b19730,a18601,The Day You Come,Powderfinger,1998,The Day You Come,Powderfinger,1998
7773,b465190,a18603,Already Gone,Powderfinger,1998,Already Gone,Powderfinger,1999
7775,b546198,a18605,If Leaving Me Is Easy,Phil Collins,1981,If Leaving Me Is Easy,Phil Collins,1981
7776,b620157,a18607,You Can't Hurry Love,Phil Collins,1982,You Can't Hurry Love,Phil Collins,1982
7777,b350165,a18609,Just,Mark Ronson feat. Phantom Planet,2007,Just,Mark Ronson-Phantom Planet,2006
7783,b37693,a18631,If I Could Turn Back The Hands Of Time,R. Kelly,1998,If I Could Turn Back the Hands of Time,R. Kelly,1999
7785,b664291,a18634,The World's Greatest,R. Kelly,2001,The World's Greatest,R. Kelly,2001
7786,b103074,a18635,Ignition,R. Kelly,2003,Ignition,R. Kelly,2003
7789,b118044,a18642,In This World,Moby,2002,In This World,Moby,2002
7790,b255234,a18645,Can't Take That Away (Mariah's Theme),Mariah Carey,1999,Can't Take That Away (Mariah's Theme),Mariah Carey,2000
7792,b659076,a18646,Loverboy,Mariah Carey Featuring Cameo,2001,Loverboy,Mariah Carey,2001
7793,b133577,a18652,Come Back And Stay,Paul Young,1983,Come Back and Stay,Paul Young,1983
7796,b137764,a18655,Everything Must Change,Paul Young,1984,Everything Must Change,Paul Young,1984
7798,b115642,a18656,Love Will Tear Us Apart,Paul Young,1983,Love Will Tear Us Apart,Paul Young,1984
7802,b767546,a18663,Joanna,Scott Walker,0,Joanna,Scott Walker,1968
7803,b475614,a18680,Don't Tell Me You're Sorry,S Club 8,2003,Don't Tell Me You're Sorry,S Club 8,—
7805,b778405,a18681,Bring It All Back,S Club 7,1999,Bring It All Back,S Club 7,1999
7808,b56006,a18720,Frauen regier'n die Welt,Roger Cicero,2007,Frauen regier'n die Welt,Roger Cicero,2007
7814,b644252,a18738,This Feeling,Sam Brown,0,This Feeling,Sam Brown,1988
7815,b154185,a18739,Walking Back To Me,Sam Brown,0,Walking Back to Me,Sam Brown,1988
7816,b154185,a18740,Walking Back To Me,Sam Brown,0,Walking Back to Me,Sam Brown,1988
7817,b681026,a18741,Kissing Gate,Sam Brown,0,Kissing Gate,Sam Brown,1990
7819,b360105,a18745,Passenger,Powderfinger,1998,Passenger,Powderfinger,1999
7821,b324560,a18746,My Happiness,Powderfinger,2000,My Happiness,Powderfinger,2000
7823,b517675,a18750,One More Night,Phil Collins,1985,One More Night,Phil Collins,1985
7826,b69173,a18762,Walk Right Back,Perry Como,1973,Walk Right Back,Perry Como,1973
7827,b84004,a18763,Thoia Thoing,R. Kelly,2003,Thoia Thoing,R. Kelly,2003
7833,b142366,a18779,Through The Rain,Mariah Carey,2002,Through the Rain,Mariah Carey,2002
7837,b415498,a18780,Boy (I Need You),Mariah Carey / Cam'Ron,2003,Boy (I Need You),Mariah Carey,2003
7841,b190302,a18796,Johnny And Mary,Robert Palmer,1984,Johnny And Mary,Robert Palmer,1979
7843,b31459,a18814,UFO,Sneaky Sound System,2006,UFO,Sneaky Sound System,2006
7853,b305647,a18836,S Club Party,S Club 7,1999,S Club Party,S Club 7,1999
7854,b492717,a18838,You're My Number One,S Club 7,1999,You're My Number One,S Club 7,1999
7858,b161065,a18839,Reach,S Club Juniors,2000,Reach,S Club 7,2000
7868,b216055,a18841,Never Had A Dream Come True,S Club 7,2000,Never Had a Dream Come True,S Club 7,2000
7869,b174769,a18862,Life Is A Rollercoaster,Ronan Keating,2000,Life Is a Rollercoaster,Ronan Keating,2000
7870,b741843,a18863,Lovin' Each Day,Ronan Keating,2001,Lovin' Each Day,Ronan Keating,2001
7872,b7214,a18864,If Tomorrow Never Comes,Ronan Keating,2002,If Tomorrow Never Comes,Ronan Keating,2002
7875,b7214,a18865,If Tomorrow Never Comes,Ronan Keating,2002,If Tomorrow Never Comes,Ronan Keating,2002
7878,b642575,a18867,We've Got Tonight,Ronan Keating / Jeanette,2002,We've Got Tonight,Ronan Keating,2002
7888,b83452,a18881,Morning After Dark,Timbaland / Nelly Furtado / Soshy,0,Morning After Dark,Timbaland-Nelly Furtado-SoShy,2009
7890,b82256,a18882,Who Wants To Be Alone,Ti\xc3\xabsto feat. Nelly Furtado,0,Who Wants to Be Alone,Tiësto-Nelly Furtado,2010
7895,b285738,a18887,The Metre,Powderfinger,2000,The Metre,Powderfinger,2001
7898,b525095,a18889,Sunsets,Powderfinger,2003,Sunsets,Powderfinger,2004
7899,b13779,a18891,Since You've Been Gone,Powderfinger,2003,Since You've Been Gone,Powderfinger,2004
7901,b187740,a18892,Lost And Running,Powderfinger,2007,Lost and Running,Powderfinger,2007
7902,b415656,a18893,Sussudio,Phil Collins,1985,Sussudio,Phil Collins,1985
7903,b665042,a18894,Another Day In Paradise,Phil Collins,1989,Another Day in Paradise,Phil Collins,1989
7905,b559270,a18895,I Wish It Would Rain Down,Phil Collins,1989,I Wish It Would Rain Down,Phil Collins,1990
7907,b106189,a18896,Do You Remember?,Phil Collins,1989,Do You Remember?,Phil Collins,1990
7918,b582492,a18912,Lift Me Up,Moby,2005,Lift Me Up,Moby,2005
7920,b730023,a18914,I Know What You Want,Busta Rhymes and Mariah Carey featuring The Flipmode Squad,0,I Know What You Want,Busta Rhymes-Mariah Carey,2003
7922,b640553,a18915,It's Like That,Mariah Carey,2005,It's Like That,Mariah Carey,2005
7924,b26491,a18916,We Belong Together,Mariah Carey,2005,We Belong Together,Mariah Carey,2005
7929,b740531,a18917,Get Your Number,Mariah Carey / Jermaine Dupri,2005,Get Your Number,Mariah Carey,2005
7931,b9319,a18928,It Will Be You,Paul Young,1993,It Will Be You,Paul Young,1994
7932,b437912,a18929,I Wish You Love,Paul Young,1997,I Wish You Love,Paul Young,1997
7933,b213724,a18930,Looking For Clues,Robert Palmer,1980,Looking for Clues,Robert Palmer,1980
7937,b517336,a18931,Some Guys Have All The Luck,Robert Palmer,1981,Some Guys Have All the Luck,Robert Palmer,1981
7939,b108986,a18932,Addicted To Love,Robert Palmer,1985,Addicted to Love,Robert Palmer,1986
7941,b23962,a18935,I'll Be Your Baby Tonight,Robert Palmer Featuring UB40,1990,I’ll Be Your Baby Tonight,Robert Palmer-UB40,1990
7948,b145789,a18959,Taking You Home,Don Henley,2000,Taking You Home,Don Henley,—
7957,b231607,a18967,I'll Meet You At Midnight,Smokie,1976,I'll Meet You at Midnight,Smokie,1976
7959,b538019,a18969,Somethings Been Making Me Blue,Smokie,0,Something's Been Making Me Blue,Smokie,1976
7961,b431933,a18970,Wild Wild Angels,Smokie,1976,Wild Wild Angels,Smokie,1976
7967,b667195,a18988,Have You Ever,S Club 7,2001,Have You Ever,S Club 7,2001
7973,b796591,a18989,You,S Club 7,2001,You,S Club 7,2002
7984,b582193,a18992,Heaven Is Here,Sarah Brightman,1995,Heaven Is Here,Sarah Brightman,1995
7986,b642575,a18998,We've Got Tonight,Ronan Keating / Jeanette,2002,We've Got Tonight,Ronan Keating-Lulu,2002
7987,b284907,a18999,I Love It When We Do,Ronan Keating,2002,I Love It When We Do,Ronan Keating,2002
7989,b501353,a19001,I Hope You Dance,Ronan Keating,2004,I Hope You Dance,Ronan Keating,2004
7990,b528805,a19002,Dream On,Christian Falk,2006,Dream On,Christian Falk-Robyn,2006
7997,b522176,a19013,Hang In Long Enough,Phil Collins,1989,Hang in Long Enough,Phil Collins,1990
8000,b518575,a19017,Everyday,Phil Collins,1993,Everyday,Phil Collins,1994
8007,b734050,a19032,Beautiful,Moby,2005,Beautiful,Moby,2005
8017,b403328,a19034,Don't Forget About Us,Mariah Carey,2005,Don't Forget About Us,Mariah Carey,2005
8023,b487008,a19045,All I Wanna Do,Sheryl Crow,1993,All I Wanna Do,Sheryl Crow,1994
8024,b471618,a19049,We've Got Tonight,Kenny Rogers And Sheena Easton,1983,We've Got Tonight,Kenny Rogers-Sheena Easton,1983
8029,b67022,a19052,I Love Your Smile,Shanice,1991,I Love Your Smile,Shanice,1991
8033,b20679,a19056,Mr. Loverman,Shabba Ranks & Debroah Glasglow,1992,Mr. Loverman,Shabba Ranks,1992
8039,b656598,a19066,Every Kinda People,Robert Palmer,1978,Every Kinda People,Robert Palmer,1991
8041,b777645,a19070,TV Dinners,Robert Palmer,2002,TV Dinners,Robert Palmer,2003
8042,b431120,a19074,Gimme The Light,Sean Paul,2002,Gimme the Light,Sean Paul,1993
8044,b186881,a19075,Good Times,Finger Eleven,2003,Good Times,Finger Eleven,2003
8047,b617735,a19078,Fire,Aceyalone,2006,Fire,Aceyalone-RJD2,2005
8062,b2932,a19087,It's Your Life,Smokie,1977,It's Your Life,Smokie,1977
8064,b127647,a19089,Needles And Pins,Smokie,1977,Needles and Pins,Smokie,1977
8066,b734947,a19090,For A Few Dollars More,Smokie,1978,For a Few Dollars More,Smokie,1978
8068,b809769,a19091,Mexican Girl,Smokie,1978,Mexican Girl,Smokie,1978
8069,b762940,a19093,Mandinka,Sin\xc3\xa9ad O'Connor,1987,Mandinka,Sinéad O’Connor,1987
8087,b156327,a19117,She Believes (In Me),Ronan Keating,2003,She Believes (In Me),Ronan Keating,2004
8089,b171072,a19121,The Way You Make Me Feel,Ronan Keating / Bryan Adams,2000,The Way You Make Me Feel,Ronan Keating,—
8090,b518575,a19125,Everyday,Phil Collins,1993,Everyday,Phil Collins,1994
8092,b416738,a19126,We Wait And We Wonder,Phil Collins,1993,We Wait and We Wonder,Phil Collins,1994
8093,b823480,a19133,Lovetown,Peter Gabriel,1994,Lovetown,Peter Gabriel,1994
8101,b525270,a19145,Touch My Body,Mariah Carey,2008,Touch My Body,Mariah Carey,2008
8109,b264960,a19146,Bye Bye,Mariah Carey,2008,Bye Bye,Mariah Carey,2008
8110,b464655,a19147,I'll Be Lovin' U Long Time,Mariah Carey / T.I.,2008,I'll Be Lovin' U Long Time,Mariah Carey,2008
8112,b542629,a19152,Leaving Las Vegas,Sheryl Crow,1993,Leaving Las Vegas,Sheryl Crow,1994
8117,b716660,a19154,Strong Enough,Sheryl Crow / Dixie Chicks,1993,Strong Enough,Sheryl Crow,1994
8118,b90496,a19155,Can't Cry Anymore,Sheryl Crow,1993,Can't Cry Anymore,Sheryl Crow,1995
8119,b579835,a19156,A Change Would Do You Good,Sheryl Crow,1996,A Change Would Do You Good,Sheryl Crow,1996
8120,b688333,a19157,Everyday Is A Winding Road,Sheryl Crow,1996,Everyday Is a Winding Road,Sheryl Crow,1996
8130,b31934,a19185,Song For Whoever,The Beautiful South,1989,Song for Whoever,The Beautiful South,1989
8133,b487608,a19200,Everyway That I Can,Sertab Erener,2003,Everyway That I Can,Sertab Erener,2003
8150,b782773,a19229,Oh Carol,Smokie,1978,Oh Carol,Smokie,1978
8152,b783243,a19233,The Emperor's New Clothes,Sin\xc3\xa9ad O'Connor,1990,The Emperor's New Clothes,Sinéad O’Connor,1990
8154,b264856,a19234,Three Babies,Sin\xc3\xa9ad O'Connor,1990,Three Babies,Sinéad O’Connor,1990
